## 1.1.1
## assembly	: /home/users/sc1830/testing/filtered_contigs.fasta
## coverage	 bam0 - /home/users/sc1830/testing/sorted_mapped.bam
## taxonomy	 tax0 - /home/users/sc1830/testing/filtered.megablast.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
NODE_18_length_22187_cov_168.897915	22187	0.4594	0	438.4868	undef	204487.0	0	Pseudomonadota	204487.0	0	Enterobacterales	204487.0	0	Enterobacteriaceae	204487.0	0	Escherichia	204487.0	0	Escherichia coli	204487.0	0
NODE_19_length_20162_cov_121.592313	20162	0.5597	0	306.725	undef	186102.0	0	Pseudomonadota	186102.0	0	Enterobacterales	186102.0	0	Enterobacteriaceae	186102.0	0	Escherichia	186102.0	0	Escherichia coli	186102.0	0
NODE_20_length_19154_cov_125.613286	19154	0.529	0	321.9422	undef	176430.0	0	Pseudomonadota	176430.0	0	Enterobacterales	176430.0	0	Enterobacteriaceae	176430.0	0	Escherichia	141144.0	1	Escherichia coli	141144.0	1
NODE_21_length_10543_cov_111.110778	10543	0.4633	0	291.2237	undef	97350.0	0	Pseudomonadota	97350.0	0	Enterobacterales	97350.0	0	Enterobacteriaceae	97350.0	0	Escherichia	77880.0	1	Escherichia coli	77880.0	1
NODE_22_length_10471_cov_193.691705	10471	0.5216	0	468.2869	undef	93877.0	0	Pseudomonadota	93877.0	0	Enterobacterales	93877.0	0	Enterobacteriaceae	93877.0	0	Escherichia	93877.0	0	Escherichia coli	93877.0	0
NODE_23_length_10032_cov_138.236143	10032	0.5703	0	347.5543	undef	92605.0	0	Pseudomonadota	92605.0	0	Enterobacterales	92605.0	0	Enterobacteriaceae	92605.0	0	Escherichia	92605.0	0	Escherichia coli	92605.0	0
NODE_24_length_8332_cov_140.302620	8332	0.506	0	295.7834	undef	76935.0	0	Pseudomonadota	76935.0	0	Enterobacterales	76935.0	0	Enterobacteriaceae	76935.0	0	Escherichia	61548.0	1	Escherichia coli	61548.0	1
NODE_25_length_7565_cov_144.272251	7565	0.5149	0	337.0402	undef	69855.0	0	Pseudomonadota	69855.0	0	Enterobacterales	69855.0	0	Enterobacteriaceae	69855.0	0	Escherichia	55884.0	1	Escherichia coli	55884.0	1
NODE_26_length_6387_cov_171.359904	6387	0.4382	0	434.2136	undef	58845.0	0	Pseudomonadota	58845.0	0	Enterobacterales	58845.0	0	Enterobacteriaceae	58845.0	0	Escherichia	58845.0	0	Escherichia coli	58845.0	0
NODE_27_length_6300_cov_179.263567	6300	0.5078	0	414.3482	undef	58175.0	0	Pseudomonadota	58175.0	0	Enterobacterales	58175.0	0	Enterobacteriaceae	58175.0	0	Escherichia	58175.0	0	Escherichia coli	58175.0	0
NODE_28_length_5878_cov_10461.004869	5878	0.4772	0	24423.2494	undef	54047.6	0	Pseudomonadota	54047.6	0	Enterobacterales	53926.6	1	Enterobacteriaceae	53926.6	1	Escherichia	22494.6	3	Escherichia coli	22494.6	3
NODE_29_length_5695_cov_120.176365	5695	0.4304	0	295.0459	undef	52585.0	0	Pseudomonadota	52585.0	0	Enterobacterales	52585.0	0	Enterobacteriaceae	52585.0	0	Escherichia	42068.0	1	Escherichia coli	42068.0	1
NODE_30_length_4697_cov_186.649453	4697	0.578	0	453.2027	undef	43345.0	0	Pseudomonadota	43345.0	0	Enterobacterales	43345.0	0	Enterobacteriaceae	43345.0	0	Escherichia	43345.0	0	Escherichia coli	43345.0	0
NODE_31_length_4164_cov_156.061432	4164	0.495	0	452.0681	undef	38450.0	0	Pseudomonadota	38450.0	0	Enterobacterales	38450.0	0	Enterobacteriaceae	38450.0	0	Escherichia	38450.0	0	Escherichia coli	38450.0	0
NODE_32_length_4131_cov_172.046204	4131	0.5703	0	417.668	undef	38145.0	0	Pseudomonadota	38145.0	0	Enterobacterales	38145.0	0	Enterobacteriaceae	38145.0	0	Escherichia	38145.0	0	Escherichia coli	38145.0	0
NODE_33_length_3877_cov_131.999200	3877	0.544	0	314.8778	undef	35800.0	0	Pseudomonadota	35800.0	0	Enterobacterales	35800.0	0	Enterobacteriaceae	35800.0	0	Escherichia	28640.0	1	Escherichia coli	28640.0	1
NODE_34_length_3093_cov_319.250843	3093	0.5959	0	779.6878	undef	28560.0	0	Pseudomonadota	28560.0	0	Enterobacterales	28560.0	0	Enterobacteriaceae	28560.0	0	Escherichia	22848.0	1	Escherichia coli	22848.0	1
NODE_35_length_2943_cov_821.941051	2943	0.5324	0	1926.1714	undef	27175.0	0	Pseudomonadota	27175.0	0	Enterobacterales	27175.0	0	Enterobacteriaceae	27175.0	0	Escherichia	27175.0	0	Escherichia coli	27175.0	0
NODE_36_length_2846_cov_129.935638	2846	0.5365	0	328.8035	undef	26280.0	0	Pseudomonadota	26280.0	0	Enterobacterales	26280.0	0	Enterobacteriaceae	26280.0	0	Escherichia	26280.0	0	Escherichia coli	26280.0	0
NODE_37_length_2385_cov_132.833924	2385	0.5291	0	321.7676	undef	22025.0	0	Pseudomonadota	22025.0	0	Enterobacterales	22025.0	0	Enterobacteriaceae	22025.0	0	Escherichia	22025.0	0	Escherichia coli	22025.0	0
NODE_38_length_1962_cov_112.566778	1962	0.4307	0	294.1369	undef	18120.0	0	Pseudomonadota	18120.0	0	Enterobacterales	18120.0	0	Enterobacteriaceae	18120.0	0	Escherichia	18120.0	0	Escherichia coli	18120.0	0
NODE_39_length_1475_cov_298.957715	1475	0.5844	0	727.2739	undef	13620.0	0	Pseudomonadota	13620.0	0	Enterobacterales	13620.0	0	Enterobacteriaceae	13620.0	0	Escherichia	13620.0	0	Escherichia coli	13620.0	0
NODE_40_length_1466_cov_863.841673	1466	0.5464	0	1941.5319	undef	13540.0	0	Pseudomonadota	13540.0	0	Enterobacterales	13540.0	0	Enterobacteriaceae	13540.0	0	Escherichia	13540.0	0	Escherichia coli	13540.0	0
NODE_41_length_1406_cov_275.645817	1406	0.6024	0	704.8569	undef	12985.0	0	Pseudomonadota	12985.0	0	Enterobacterales	12985.0	0	Enterobacteriaceae	12985.0	0	Escherichia	12985.0	0	Escherichia coli	12985.0	0
NODE_45_length_1116_cov_240.412538	1116	0.5842	0	531.4994	undef	10305.0	0	Pseudomonadota	10305.0	0	Enterobacterales	10305.0	0	Enterobacteriaceae	10305.0	0	Escherichia	10305.0	0	Escherichia coli	10305.0	0
NODE_46_length_1096_cov_162.331269	1096	0.4818	0	349.8829	undef	10125.0	0	Pseudomonadota	10125.0	0	Enterobacterales	10125.0	0	Enterobacteriaceae	10125.0	0	Escherichia	10125.0	0	Escherichia coli	10125.0	0
NODE_50_length_925_cov_284.048872	925	0.56	0	615.7195	undef	8545.0	0	Pseudomonadota	8545.0	0	Enterobacterales	8545.0	0	Enterobacteriaceae	8545.0	0	Escherichia	8545.0	0	Escherichia coli	8545.0	0
NODE_59_length_849_cov_0.686981	849	0.4747	0	1.1125	undef	7776.0	0	Pseudomonadota	7776.0	0	Enterobacterales	7776.0	0	Enterobacteriaceae	7776.0	0	Escherichia	7776.0	0	Escherichia coli	7776.0	0
NODE_61_length_837_cov_309.871831	837	0.4444	0	658.1677	undef	7730.0	0	Pseudomonadota	7730.0	0	Enterobacterales	7730.0	0	Enterobacteriaceae	7730.0	0	Escherichia	6184.0	1	Escherichia coli	6184.0	1
NODE_63_length_822_cov_173.998561	822	0.5389	0	424.2833	undef	7595.0	0	Pseudomonadota	7595.0	0	Enterobacterales	7595.0	0	Enterobacteriaceae	7595.0	0	Escherichia	6076.0	1	Escherichia coli	6076.0	1
NODE_66_length_812_cov_241.518248	812	0.5702	0	507.4423	undef	7500.0	0	Pseudomonadota	7500.0	0	Enterobacterales	7500.0	0	Enterobacteriaceae	7500.0	0	Escherichia	7500.0	0	Escherichia coli	7500.0	0
NODE_76_length_758_cov_231.110935	758	0.5303	0	482.5358	undef	7000.0	0	Pseudomonadota	7000.0	0	Enterobacterales	7000.0	0	Enterobacteriaceae	7000.0	0	Escherichia	7000.0	0	Escherichia coli	7000.0	0
NODE_79_length_751_cov_0.674679	751	0.5752	0	1.2577	undef	6635.0	0	Pseudomonadota	6635.0	0	Enterobacterales	6635.0	0	Enterobacteriaceae	6635.0	0	Escherichia	6635.0	0	Escherichia coli	6635.0	0
NODE_86_length_731_cov_316.228477	731	0.5882	0	650.8861	undef	6755.0	0	Pseudomonadota	6755.0	0	Enterobacterales	6755.0	0	Enterobacteriaceae	6755.0	0	Escherichia	5404.0	1	Escherichia coli	5404.0	1
NODE_90_length_725_cov_0.586957	725	0.4759	0	1.9542	undef	6422.0	0	Pseudomonadota	6422.0	0	Enterobacterales	6422.0	0	Enterobacteriaceae	6422.0	0	Escherichia	6422.0	0	Escherichia coli	3863.0	1
NODE_92_length_719_cov_297.983108	719	0.5438	0	624.3103	undef	6640.0	0	Pseudomonadota	6640.0	0	Enterobacterales	6640.0	0	Enterobacteriaceae	6640.0	0	Escherichia	6640.0	0	Escherichia coli	6640.0	0
NODE_95_length_711_cov_166.517123	711	0.5373	0	322.8078	undef	6570.0	0	Pseudomonadota	6570.0	0	Enterobacterales	6570.0	0	Enterobacteriaceae	6570.0	0	Escherichia	6570.0	0	Escherichia coli	6570.0	0
NODE_99_length_707_cov_299.627586	707	0.505	0	619.2095	undef	6530.0	0	Pseudomonadota	6530.0	0	Enterobacterales	6530.0	0	Enterobacteriaceae	6530.0	0	Escherichia	3918.0	2	Escherichia coli	3918.0	2
NODE_101_length_702_cov_1.029565	702	0.3219	0	2.0182	undef	6386.0	0	Pseudomonadota	6386.0	0	Enterobacterales	6386.0	0	Enterobacteriaceae	6386.0	0	Escherichia	6386.0	0	Escherichia coli	6386.0	0
NODE_106_length_687_cov_182.639286	687	0.5473	0	404.8889	undef	6290.0	0	Pseudomonadota	6290.0	0	Enterobacterales	6290.0	0	Enterobacteriaceae	6290.0	0	Escherichia	6290.0	0	Escherichia coli	6290.0	0
NODE_113_length_676_cov_0.788707	676	0.5178	0	1.3972	undef	6025.0	0	Pseudomonadota	6025.0	0	Enterobacterales	6025.0	0	Enterobacteriaceae	6025.0	0	Escherichia	6025.0	0	Escherichia coli	6025.0	0
NODE_120_length_665_cov_274.342007	665	0.4105	0	592.6278	undef	6145.0	0	Pseudomonadota	6145.0	0	Enterobacterales	6145.0	0	Enterobacteriaceae	6145.0	0	Escherichia	6145.0	0	Escherichia coli	6145.0	0
NODE_125_length_658_cov_0.758945	658	0.4179	0	1.4354	undef	5800.0	0	Pseudomonadota	5800.0	0	Enterobacterales	5800.0	0	Enterobacteriaceae	5800.0	0	Escherichia	5800.0	0	Escherichia coli	5800.0	0
NODE_131_length_649_cov_0.931034	649	0.5408	0	1.4553	undef	5940.0	0	Pseudomonadota	5940.0	0	Enterobacterales	5940.0	0	Enterobacteriaceae	5940.0	0	Escherichia	5940.0	0	Escherichia coli	5940.0	0
NODE_132_length_649_cov_0.913793	649	0.3821	0	1.4553	undef	5887.0	0	Pseudomonadota	5887.0	0	Enterobacterales	5887.0	0	Enterobacteriaceae	5887.0	0	Escherichia	5887.0	0	Escherichia coli	4741.0	1
NODE_133_length_646_cov_0.974952	646	0.5557	0	2.1931	undef	5878.0	0	Pseudomonadota	5878.0	0	Enterobacterales	5878.0	0	Enterobacteriaceae	5878.0	0	Escherichia	4734.0	1	Escherichia coli	4734.0	1
NODE_144_length_638_cov_0.536204	638	0.5251	0	1.4804	undef	5626.0	0	Pseudomonadota	5626.0	0	Enterobacterales	5626.0	0	Enterobacteriaceae	5626.0	0	Escherichia	5626.0	0	Escherichia coli	5626.0	0
NODE_147_length_636_cov_0.703340	636	0.4796	0	1.1138	undef	5130.0	0	Pseudomonadota	5130.0	0	Enterobacterales	5130.0	0	Enterobacteriaceae	5130.0	0	Escherichia	5130.0	0	Escherichia coli	5130.0	0
NODE_153_length_631_cov_314.214286	631	0.5404	0	622.6891	undef	5830.0	0	Pseudomonadota	5830.0	0	Enterobacterales	5830.0	0	Enterobacteriaceae	5830.0	0	Escherichia	5830.0	0	Escherichia coli	5830.0	0
NODE_165_length_623_cov_0.629032	623	0.5201	0	1.1371	undef	5560.0	0	Pseudomonadota	5560.0	0	Enterobacterales	5560.0	0	Enterobacteriaceae	5560.0	0	Escherichia	5560.0	0	Escherichia coli	3336.0	2
NODE_173_length_613_cov_200.748971	613	0.5318	0	363.6293	undef	5665.0	0	Pseudomonadota	4532.0	1	Enterobacterales	4532.0	1	Enterobacteriaceae	4532.0	1	Escherichia	4532.0	1	Escherichia coli	4532.0	1
NODE_185_length_608_cov_1.002079	608	0.4836	0	1.5535	undef	5590.0	0	Pseudomonadota	5590.0	0	Enterobacterales	5590.0	0	Enterobacteriaceae	5590.0	0	Escherichia	5590.0	0	Escherichia coli	5590.0	0
NODE_192_length_601_cov_1.046414	601	0.4958	0	2.3574	undef	5446.0	0	Pseudomonadota	5446.0	0	Enterobacterales	5446.0	0	Enterobacteriaceae	5446.0	0	Escherichia	5446.0	0	Escherichia coli	5446.0	0
NODE_194_length_601_cov_0.660338	601	0.5258	0	2.7502	undef	5539.0	0	Pseudomonadota	5539.0	0	Enterobacterales	5539.0	0	Enterobacteriaceae	5539.0	0	Escherichia	5539.0	0	Escherichia coli	5539.0	0
NODE_204_length_592_cov_0.980645	592	0.522	0	1.1966	undef	4950.0	0	Pseudomonadota	4950.0	0	Enterobacterales	4950.0	0	Enterobacteriaceae	4950.0	0	Escherichia	4950.0	0	Escherichia coli	4950.0	0
NODE_211_length_589_cov_0.658009	589	0.4601	0	1.6036	undef	5360.0	0	Pseudomonadota	5360.0	0	Enterobacterales	5360.0	0	Enterobacteriaceae	5360.0	0	Escherichia	5360.0	0	Escherichia coli	5360.0	0
NODE_216_length_586_cov_0.501089	586	0.4727	0	1.6118	undef	3855.0	0	Pseudomonadota	3855.0	0	Enterobacterales	3855.0	0	Enterobacteriaceae	3855.0	0	Escherichia	3855.0	0	Escherichia coli	3855.0	0
NODE_224_length_579_cov_240.148230	579	0.5596	0	544.0322	undef	5350.0	0	Pseudomonadota	5350.0	0	Enterobacterales	5350.0	0	Enterobacteriaceae	5350.0	0	Escherichia	4280.0	1	Escherichia coli	4280.0	1
NODE_226_length_577_cov_1.551111	577	0.4766	0	2.4554	undef	5271.0	0	Pseudomonadota	4205.0	1	Enterobacterales	4205.0	1	Enterobacteriaceae	4205.0	1	Escherichia	4205.0	1	Escherichia coli	4205.0	1
NODE_228_length_577_cov_0.877778	577	0.5009	0	2.4554	undef	5255.0	0	Pseudomonadota	5255.0	0	Enterobacterales	5255.0	0	Enterobacteriaceae	5255.0	0	Escherichia	5255.0	0	Escherichia coli	5255.0	0
NODE_232_length_570_cov_304.252822	570	0.5912	0	611.8612	undef	5265.0	0	Pseudomonadota	5265.0	0	Enterobacterales	5265.0	0	Enterobacteriaceae	5265.0	0	Escherichia	4212.0	1	Escherichia coli	4212.0	1
NODE_235_length_569_cov_159.581448	569	0.5097	0	395.4831	undef	5255.0	0	Pseudomonadota	5255.0	0	Enterobacterales	5255.0	0	Enterobacteriaceae	5255.0	0	Escherichia	5255.0	0	Escherichia coli	5255.0	0
NODE_236_length_569_cov_1.683258	569	0.3304	0	2.4899	undef	5235.0	0	Pseudomonadota	5235.0	0	Enterobacterales	5235.0	0	Enterobacteriaceae	5235.0	0	Escherichia	5235.0	0	Escherichia coli	5235.0	0
NODE_240_length_567_cov_444.390909	567	0.4832	0	983.658	undef	5240.0	0	Pseudomonadota	5240.0	0	Enterobacterales	5240.0	0	Enterobacteriaceae	5240.0	0	Escherichia	5240.0	0	Escherichia coli	5240.0	0
NODE_243_length_566_cov_1.129841	566	0.5636	0	1.6687	undef	5197.0	0	Pseudomonadota	5197.0	0	Enterobacterales	5197.0	0	Enterobacteriaceae	5197.0	0	Escherichia	5197.0	0	Escherichia coli	5197.0	0
NODE_245_length_564_cov_382.741419	564	0.4592	0	778.301	undef	5210.0	0	Pseudomonadota	5210.0	0	Enterobacterales	5210.0	0	Enterobacteriaceae	5210.0	0	Escherichia	5210.0	0	Escherichia coli	5210.0	0
NODE_246_length_562_cov_1.698851	562	0.4698	0	3.7814	undef	5110.0	0	Pseudomonadota	5110.0	0	Enterobacterales	5110.0	0	Enterobacteriaceae	5110.0	0	Escherichia	5110.0	0	Escherichia coli	5110.0	0
NODE_248_length_561_cov_141.596774	561	0.5882	0	250.4387	undef	5185.0	0	Pseudomonadota	5185.0	0	Enterobacterales	5185.0	0	Enterobacteriaceae	5185.0	0	Escherichia	5185.0	0	Escherichia coli	5185.0	0
NODE_250_length_558_cov_191.051044	558	0.5645	0	470.5631	undef	5155.0	0	Pseudomonadota	5155.0	0	Enterobacterales	5155.0	0	Enterobacteriaceae	5155.0	0	Escherichia	5155.0	0	Escherichia coli	5155.0	0
NODE_262_length_552_cov_1.098824	552	0.5272	0	2.5666	undef	5100.0	0	Pseudomonadota	5100.0	0	Enterobacterales	5100.0	0	Enterobacteriaceae	5100.0	0	Escherichia	5100.0	0	Escherichia coli	5100.0	0
NODE_266_length_549_cov_1.175355	549	0.5592	0	1.7204	undef	4828.0	0	Pseudomonadota	4828.0	0	Enterobacterales	4828.0	0	Enterobacteriaceae	4828.0	0	Escherichia	4828.0	0	Escherichia coli	4828.0	0
NODE_268_length_547_cov_115.038095	547	0.6143	0	204.6154	undef	5055.0	0	Pseudomonadota	5055.0	0	Enterobacterales	5055.0	0	Enterobacteriaceae	5055.0	0	Escherichia	4044.0	1	Escherichia coli	4044.0	1
NODE_269_length_547_cov_2.361905	547	0.5082	0	3.4534	undef	5055.0	0	Pseudomonadota	5055.0	0	Enterobacterales	5055.0	0	Enterobacteriaceae	5055.0	0	Escherichia	5055.0	0	Escherichia coli	5055.0	0
NODE_274_length_545_cov_2.112440	545	0.5009	0	3.4661	undef	5035.0	0	Pseudomonadota	5035.0	0	Enterobacterales	5035.0	0	Enterobacteriaceae	5035.0	0	Escherichia	5035.0	0	Escherichia coli	5035.0	0
NODE_275_length_543_cov_99.932692	543	0.5138	0	158.7232	undef	5015.0	0	Pseudomonadota	5015.0	0	Enterobacterales	5015.0	0	Enterobacteriaceae	5015.0	0	Escherichia	5015.0	0	Escherichia coli	5015.0	0
NODE_280_length_541_cov_173.190821	541	0.5638	0	346.5537	undef	5000.0	0	Pseudomonadota	5000.0	0	Enterobacterales	5000.0	0	Enterobacteriaceae	5000.0	0	Escherichia	5000.0	0	Escherichia coli	5000.0	0
NODE_281_length_541_cov_1.198068	541	0.4972	0	1.7459	undef	4945.0	0	Pseudomonadota	4945.0	0	Enterobacterales	4945.0	0	Enterobacteriaceae	4945.0	0	Escherichia	4945.0	0	Escherichia coli	4945.0	0
NODE_282_length_541_cov_1.067633	541	0.5213	0	1.7459	undef	4903.0	0	Pseudomonadota	4903.0	0	Enterobacterales	4903.0	0	Enterobacteriaceae	4903.0	0	Escherichia	4903.0	0	Escherichia coli	4903.0	0
NODE_292_length_531_cov_0.591584	531	0.4426	0	1.7787	undef	4551.0	0	Pseudomonadota	4551.0	0	Enterobacterales	4551.0	0	Enterobacteriaceae	4551.0	0	Escherichia	4551.0	0	Escherichia coli	4551.0	0
NODE_303_length_525_cov_1.934673	525	0.5257	0	4.4977	undef	4813.0	0	Pseudomonadota	4813.0	0	Enterobacterales	4813.0	0	Enterobacteriaceae	4813.0	0	Escherichia	4813.0	0	Escherichia coli	4813.0	0
NODE_307_length_523_cov_1.383838	523	0.5239	0	3.1604	undef	4808.0	0	Pseudomonadota	4808.0	0	Enterobacterales	4808.0	0	Enterobacteriaceae	4808.0	0	Escherichia	4808.0	0	Escherichia coli	4808.0	0
NODE_323_length_517_cov_125.789744	517	0.4816	0	227.9068	undef	4775.0	0	Pseudomonadota	4775.0	0	Enterobacterales	4775.0	0	Enterobacteriaceae	4775.0	0	Escherichia	4775.0	0	Escherichia coli	4775.0	0
NODE_328_length_513_cov_1.844560	513	0.5536	0	2.7617	undef	4660.0	0	Pseudomonadota	4660.0	0	Enterobacterales	4660.0	0	Enterobacteriaceae	4660.0	0	Escherichia	4660.0	0	Escherichia coli	4660.0	0
NODE_330_length_512_cov_1.288312	512	0.5332	0	1.8447	undef	4730.0	0	Pseudomonadota	4730.0	0	Enterobacterales	4730.0	0	Enterobacteriaceae	4730.0	0	Escherichia	4730.0	0	Escherichia coli	4730.0	0
NODE_333_length_512_cov_0.966234	512	0.4824	0	1.3836	undef	4710.0	0	Pseudomonadota	2823.0	1	Enterobacterales	2823.0	1	Enterobacteriaceae	2823.0	1	Escherichia	2823.0	1	Escherichia coli	2823.0	1
NODE_340_length_509_cov_1.086387	509	0.3576	0	1.8556	undef	4705.0	0	Pseudomonadota	4705.0	0	Enterobacterales	4705.0	0	Enterobacteriaceae	4705.0	0	Escherichia	4705.0	0	Escherichia coli	4705.0	0
NODE_341_length_509_cov_0.997382	509	0.5796	0	1.8556	undef	4509.0	0	Pseudomonadota	4509.0	0	Enterobacterales	4509.0	0	Enterobacteriaceae	4509.0	0	Escherichia	4509.0	0	Escherichia coli	4509.0	0
NODE_356_length_501_cov_1.326203	501	0.5269	0	1.8853	undef	4630.0	0	Pseudomonadota	4630.0	0	Enterobacterales	4630.0	0	Enterobacteriaceae	4630.0	0	Escherichia	4630.0	0	Escherichia coli	4630.0	0
NODE_368_length_497_cov_2.113514	497	0.5755	0	4.276	undef	4480.0	0	Pseudomonadota	4480.0	0	Enterobacterales	4480.0	0	Enterobacteriaceae	4480.0	0	Escherichia	4480.0	0	Escherichia coli	4480.0	0
NODE_371_length_496_cov_0.948509	496	0.502	0	1.4282	undef	4537.0	0	Pseudomonadota	4537.0	0	Enterobacterales	4537.0	0	Enterobacteriaceae	4537.0	0	Escherichia	4537.0	0	Escherichia coli	4537.0	0
NODE_393_length_489_cov_1.041436	489	0.4642	0	1.9315	undef	4490.0	0	Pseudomonadota	3592.0	1	Enterobacterales	3592.0	1	Enterobacteriaceae	3592.0	1	Escherichia	3592.0	1	Escherichia coli	3592.0	1
NODE_397_length_488_cov_1.839335	488	0.4836	0	2.9032	undef	4510.0	0	Pseudomonadota	4510.0	0	Enterobacterales	4510.0	0	Enterobacteriaceae	4510.0	0	Escherichia	4510.0	0	Escherichia coli	4510.0	0
NODE_399_length_488_cov_1.329640	488	0.4201	0	1.9355	undef	4295.0	0	Pseudomonadota	4295.0	0	Enterobacterales	4295.0	0	Enterobacteriaceae	4295.0	0	Escherichia	4295.0	0	Escherichia coli	4295.0	0
