## 1.1.1
## assembly	: /home/users/sc1830/testing/contigs_04S62.fasta
## coverage	 bam0 - /home/users/sc1830/testing/sorted_mapped_04S62.bam
## taxonomy	 tax0 - /home/users/sc1830/testing/contigs_04S62.fasta.vs.nt.cul5.1e5.megablast.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
NODE_57_length_588_cov_1.093275	588	0.6429	0	4.005	undef	4630.0	0	Pseudomonadota	4630.0	0	Pseudomonadales	4630.0	0	Pseudomonadaceae	4630.0	0	Pseudomonas	4630.0	0	Pseudomonas aeruginosa	4630.0	0
NODE_58_length_588_cov_1.069414	588	0.6207	0	1.602	undef	5405.0	0	Pseudomonadota	5405.0	0	Pseudomonadales	5405.0	0	Pseudomonadaceae	5405.0	0	Pseudomonas	5405.0	0	Pseudomonas aeruginosa	5405.0	0
NODE_59_length_581_cov_1.491189	581	0.6885	0	2.432	undef	5370.0	0	Pseudomonadota	5370.0	0	Burkholderiales	5370.0	0	Alcaligenaceae	5370.0	0	Bordetella	5370.0	0	Bordetella bronchiseptica	5370.0	0
NODE_60_length_576_cov_0.775056	576	0.6719	0	1.2265	undef	5240.0	0	Pseudomonadota	5240.0	0	Pseudomonadales	5240.0	0	Pseudomonadaceae	5240.0	0	Pseudomonas	5240.0	0	Pseudomonas aeruginosa	5240.0	0
NODE_61_length_573_cov_1.275785	573	0.4258	0	9.4527	undef	4061.3	0	Chordata	4061.3	0	Primates	4061.3	0	Hominidae	4061.3	0	Homo	4061.3	0	Homo sapiens	4061.3	0
NODE_62_length_572_cov_1.114607	572	0.6661	0	1.6468	undef	5285.0	0	Pseudomonadota	5285.0	0	Pseudomonadales	5285.0	0	Pseudomonadaceae	5285.0	0	Pseudomonas	5285.0	0	Pseudomonas aeruginosa	5285.0	0
NODE_63_length_561_cov_1.142857	561	0.6132	0	1.6791	undef	5185.0	0	Pseudomonadota	5185.0	0	Pseudomonadales	5185.0	0	Pseudomonadaceae	5185.0	0	Pseudomonas	5185.0	0	Pseudomonas aeruginosa	5185.0	0
NODE_64_length_560_cov_165.307159	560	0.6286	0	336.001	undef	5157.0	0	Pseudomonadota	5157.0	0	Enterobacterales	5157.0	0	Enterobacteriaceae	5157.0	0	Escherichia	5157.0	0	Escherichia coli	5157.0	0
NODE_65_length_559_cov_1.062500	559	0.6869	0	1.6851	undef	5165.0	0	Pseudomonadota	5165.0	0	Pseudomonadales	5165.0	0	Pseudomonadaceae	5165.0	0	Pseudomonas	5165.0	0	Pseudomonas aeruginosa	5165.0	0
NODE_66_length_557_cov_0.834884	557	0.711	0	1.6912	undef	5145.0	0	Pseudomonadota	5145.0	0	Pseudomonadales	5145.0	0	Pseudomonadaceae	5145.0	0	Pseudomonas	5145.0	0	Pseudomonas aeruginosa	5145.0	0
NODE_67_length_553_cov_236.708920	553	0.5172	0	456.9371	undef	4915.0	0	Pseudomonadota	4915.0	0	Enterobacterales	4915.0	0	Enterobacteriaceae	4915.0	0	Escherichia	4915.0	0	Escherichia coli	4915.0	0
NODE_68_length_551_cov_0.997642	551	0.6951	0	1.7096	undef	5065.0	0	Pseudomonadota	5065.0	0	Burkholderiales	5065.0	0	Alcaligenaceae	5065.0	0	Bordetella	5065.0	0	Bordetella pertussis	3039.0	2
NODE_69_length_547_cov_1.180952	547	0.6636	0	1.7221	undef	5055.0	0	Pseudomonadota	5055.0	0	Pseudomonadales	5055.0	0	Pseudomonadaceae	5055.0	0	Pseudomonas	5055.0	0	Pseudomonas aeruginosa	5055.0	0
NODE_70_length_545_cov_0.866029	545	0.5945	0	1.2963	undef	3005.0	0	Pseudomonadota	3005.0	0	Burkholderiales	3005.0	0	Alcaligenaceae	3005.0	0	Bordetella	3005.0	0	Bordetella parapertussis	1803.0	1
NODE_71_length_544_cov_1.189448	544	0.6526	0	1.7316	undef	5025.0	0	Pseudomonadota	4020.0	1	Pseudomonadales	4020.0	1	Pseudomonadaceae	4020.0	1	Pseudomonas	4020.0	1	Pseudomonas aeruginosa	4020.0	1
NODE_72_length_544_cov_1.187050	544	0.6673	0	1.7316	undef	5000.0	0	Pseudomonadota	5000.0	0	Pseudomonadales	5000.0	0	Pseudomonadaceae	5000.0	0	Pseudomonas	5000.0	0	Pseudomonas aeruginosa	5000.0	0
NODE_73_length_543_cov_1.007212	543	0.7053	0	3.9032	undef	5015.0	0	Pseudomonadota	5015.0	0	Pseudomonadales	5015.0	0	Pseudomonadaceae	5015.0	0	Pseudomonas	5015.0	0	Pseudomonas aeruginosa	5015.0	0
NODE_74_length_543_cov_0.798077	543	0.4788	0	13.8782	undef	3615.0	0	Chordata	3615.0	0	Primates	3615.0	0	Hominidae	3615.0	0	Homo	3615.0	0	Homo sapiens	3615.0	0
NODE_75_length_526_cov_0.932331	526	0.6901	0	1.3431	undef	4830.0	0	Pseudomonadota	4830.0	0	Pseudomonadales	4830.0	0	Pseudomonadaceae	4830.0	0	Pseudomonas	4830.0	0	Pseudomonas aeruginosa	4830.0	0
NODE_76_length_525_cov_0.851759	525	0.6438	0	1.3457	undef	4760.0	0	Pseudomonadota	4760.0	0	Pseudomonadales	4760.0	0	Pseudomonadaceae	4760.0	0	Pseudomonas	4760.0	0	Pseudomonas aeruginosa	4760.0	0
NODE_77_length_524_cov_0.725441	524	0.6431	0	1.3483	undef	4785.0	0	Pseudomonadota	4785.0	0	Pseudomonadales	4785.0	0	Pseudomonadaceae	4785.0	0	Pseudomonas	4785.0	0	Pseudomonas aeruginosa	4785.0	0
NODE_78_length_519_cov_0.948980	519	0.6859	0	1.3612	undef	4795.0	0	Pseudomonadota	4795.0	0	Pseudomonadales	4795.0	0	Pseudomonadaceae	4795.0	0	Pseudomonas	4795.0	0	Pseudomonas aeruginosa	4795.0	0
NODE_79_length_519_cov_0.413265	519	0.3487	0	1.815	undef	2920.0	0	Chordata	2920.0	0	Primates	2920.0	0	Hominidae	2920.0	0	Homo	2920.0	0	Homo sapiens	2920.0	0
NODE_80_length_518_cov_1.194373	518	0.5676	0	1.8185	undef	4785.0	0	Pseudomonadota	4785.0	0	Pseudomonadales	4785.0	0	Pseudomonadaceae	4785.0	0	Pseudomonas	4785.0	0	Pseudomonas aeruginosa	4785.0	0
NODE_81_length_518_cov_0.746803	518	0.4363	0	1.8185	undef	4508.0	0	Pseudomonadota	4508.0	0	Enterobacterales	4508.0	0	Enterobacteriaceae	4508.0	0	Escherichia	3612.0	1	Escherichia coli	3612.0	1
NODE_82_length_518_cov_0.713555	518	0.6815	0	1.3639	undef	4760.0	0	Pseudomonadota	4760.0	0	Pseudomonadales	4760.0	0	Pseudomonadaceae	4760.0	0	Pseudomonas	4760.0	0	Pseudomonas aeruginosa	4760.0	0
NODE_83_length_514_cov_0.744186	514	0.4572	0	1.8326	undef	3920.0	0	Pseudomonadota	3920.0	0	Enterobacterales	3920.0	0	Enterobacteriaceae	3920.0	0	Escherichia	3920.0	0	Escherichia coli	3920.0	0
NODE_84_length_513_cov_0.766839	513	0.694	0	1.3772	undef	4545.0	0	Pseudomonadota	4545.0	0	Pseudomonadales	4545.0	0	Pseudomonadaceae	4545.0	0	Pseudomonas	4545.0	0	Pseudomonas aeruginosa	4545.0	0
NODE_85_length_510_cov_1.822454	510	0.6804	0	2.7705	undef	4710.0	0	Pseudomonadota	4710.0	0	Pseudomonadales	4710.0	0	Pseudomonadaceae	4710.0	0	Pseudomonas	4710.0	0	Pseudomonas aeruginosa	4710.0	0
NODE_86_length_508_cov_0.648294	508	0.6988	0	1.8543	undef	4560.0	0	Pseudomonadota	4560.0	0	Pseudomonadales	4560.0	0	Pseudomonadaceae	4560.0	0	Pseudomonas	4560.0	0	Pseudomonas aeruginosa	4560.0	0
NODE_87_length_508_cov_0.309711	508	0.4291	0	12.5165	undef	2180.0	0	Pseudomonadota	2180.0	0	Enterobacterales	2180.0	0	Enterobacteriaceae	2180.0	0	Escherichia	2180.0	0	Escherichia coli	2180.0	0
NODE_88_length_507_cov_332.023684	507	0.5207	0	845.8315	undef	4685.0	0	Pseudomonadota	4685.0	0	Enterobacterales	4685.0	0	Enterobacteriaceae	4685.0	0	Escherichia	4685.0	0	Escherichia coli	4685.0	0
NODE_89_length_506_cov_1.010554	506	0.4842	0	0.9308	undef	4480.0	0	Pseudomonadota	4480.0	0	Enterobacterales	4480.0	0	Enterobacteriaceae	4480.0	0	Escherichia	4480.0	0	Escherichia coli	4480.0	0
NODE_90_length_506_cov_0.897098	506	0.6759	0	1.3962	undef	4675.0	0	Pseudomonadota	4675.0	0	Pseudomonadales	4675.0	0	Pseudomonadaceae	4675.0	0	Pseudomonas	4675.0	0	Pseudomonas aeruginosa	4675.0	0
NODE_91_length_506_cov_0.783641	506	0.5316	0	1.8616	undef	4675.0	0	Pseudomonadota	4675.0	0	Pseudomonadales	4675.0	0	Pseudomonadaceae	4675.0	0	Pseudomonas	4675.0	0	Pseudomonas aeruginosa	4675.0	0
NODE_92_length_501_cov_0.767380	501	0.6826	0	1.4102	undef	4618.0	0	Pseudomonadota	4618.0	0	Burkholderiales	4618.0	0	Alcaligenaceae	4618.0	0	Bordetella	4618.0	0	Bordetella bronchiseptica	4618.0	0
NODE_93_length_501_cov_0.732620	501	0.4551	0	0.9401	undef	4185.0	0	Pseudomonadota	4185.0	0	Enterobacterales	4185.0	0	Enterobacteriaceae	4185.0	0	Escherichia	4185.0	0	Escherichia coli	4185.0	0
NODE_94_length_497_cov_1.340541	497	0.5312	0	1.8953	undef	4590.0	0	Pseudomonadota	4590.0	0	Pseudomonadales	4590.0	0	Pseudomonadaceae	4590.0	0	Pseudomonas	4590.0	0	Pseudomonas aeruginosa	4590.0	0
NODE_95_length_496_cov_0.764228	496	0.3488	0	2.8487	undef	3880.0	0	Chordata	3880.0	0	Primates	3880.0	0	Hominidae	3880.0	0	Homo	3880.0	0	Homo sapiens	3880.0	0
NODE_96_length_495_cov_0.894022	495	0.6101	0	1.4272	undef	4545.0	0	Pseudomonadota	4545.0	0	Pseudomonadales	4545.0	0	Pseudomonadaceae	4545.0	0	Pseudomonas	4545.0	0	Pseudomonas aeruginosa	4545.0	0
NODE_97_length_493_cov_0.628415	493	0.6694	0	0.9554	undef	4737.5	0	Pseudomonadota	4737.5	0	Pseudomonadales	4270.0	1	Pseudomonadaceae	4270.0	1	Pseudomonas	4270.0	1	Pseudomonas aeruginosa	4270.0	1
NODE_98_length_492_cov_1.501370	492	0.6524	0	2.3932	undef	4545.0	0	Pseudomonadota	4545.0	0	Pseudomonadales	4545.0	0	Pseudomonadaceae	4545.0	0	Pseudomonas	4545.0	0	Pseudomonas aeruginosa	4545.0	0
NODE_99_length_491_cov_0.579670	491	0.3198	0	23.5015	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_100_length_490_cov_0.840220	490	0.3184	0	1.9224	undef	4388.0	0	Bacillota	3494.0	1	Veillonellales	3494.0	1	Veillonellaceae	3494.0	1	Veillonella	3494.0	1	Veillonella parvula	3494.0	1
NODE_101_length_489_cov_1.370166	489	0.7157	0	1.9263	undef	4520.0	0	Pseudomonadota	4520.0	0	Pseudomonadales	4520.0	0	Pseudomonadaceae	4520.0	0	Pseudomonas	4520.0	0	Pseudomonas aeruginosa	4520.0	0
NODE_102_length_487_cov_1.933333	487	0.54	0	2.9014	undef	4500.0	0	Pseudomonadota	4500.0	0	Pseudomonadales	4500.0	0	Pseudomonadaceae	4500.0	0	Pseudomonas	4500.0	0	Pseudomonas aeruginosa	4500.0	0
NODE_103_length_487_cov_1.377778	487	0.6509	0	1.9343	undef	4482.0	0	Pseudomonadota	4482.0	0	Burkholderiales	4482.0	0	Alcaligenaceae	4482.0	0	Bordetella	4482.0	0	Bordetella parapertussis	2682.0	1
NODE_104_length_486_cov_0.512535	486	0.6049	0	0.9691	undef	4550.0	0	Pseudomonadota	4550.0	0	Burkholderiales	3770.0	1	Alcaligenaceae	3770.0	1	Bordetella	3770.0	2	Bordetella pertussis	2262.0	5
NODE_105_length_484_cov_0.686275	484	0.531	0	0.9731	undef	789.0	0	Pseudomonadota	789.0	0	Enterobacterales	789.0	0	Enterobacteriaceae	789.0	0	Escherichia	789.0	0	Escherichia coli	789.0	0
NODE_106_length_484_cov_0.627451	484	0.5165	0	1.4597	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_107_length_481_cov_1.259887	481	0.7256	0	3.9168	undef	4445.0	0	Pseudomonadota	4445.0	0	Burkholderiales	4445.0	0	Alcaligenaceae	4445.0	0	Bordetella	4445.0	0	Bordetella parapertussis	3556.0	1
NODE_108_length_480_cov_0.702550	480	0.65	0	0.9812	undef	4435.0	0	Pseudomonadota	4435.0	0	Pseudomonadales	4435.0	0	Pseudomonadaceae	4435.0	0	Pseudomonas	4435.0	0	Pseudomonas aeruginosa	4435.0	0
